epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1827.94,1.64276,0.8594,0.99914,0.82871,0.75805,0.84335,0.42025,1.70137,0.81304,0.99017,0.001307,0.001307,0.001307
44,1871.21,1.62883,0.84986,0.9948,0.84548,0.78235,0.85897,0.4364,1.64823,0.80063,0.97943,0.0012905,0.0012905,0.0012905
45,1915.61,1.64183,0.84492,0.99702,0.84037,0.77402,0.85758,0.4333,1.6495,0.79329,0.97965,0.001274,0.001274,0.001274
46,1960.11,1.63784,0.84287,0.99785,0.82423,0.77085,0.84642,0.4217,1.68863,0.81246,0.98479,0.0012575,0.0012575,0.0012575
47,2004.53,1.63274,0.84316,0.99901,0.83728,0.78377,0.85807,0.43434,1.64864,0.79314,0.98185,0.001241,0.001241,0.001241
48,2046.74,1.63877,0.85486,1.00032,0.83699,0.78886,0.86082,0.43508,1.64452,0.79487,0.97977,0.0012245,0.0012245,0.0012245
49,2089.57,1.62027,0.84083,0.9993,0.83112,0.77656,0.85366,0.43219,1.64651,0.80327,0.98283,0.001208,0.001208,0.001208
50,2132.03,1.63599,0.85047,0.99789,0.83648,0.76917,0.85087,0.43093,1.64786,0.79594,0.97959,0.0011915,0.0011915,0.0011915
51,2174.72,1.62012,0.83892,0.99572,0.84737,0.78342,0.86261,0.4394,1.6325,0.79088,0.97651,0.001175,0.001175,0.001175
52,2217.04,1.60957,0.83201,0.99199,0.84709,0.79088,0.86477,0.44738,1.60859,0.77159,0.97167,0.0011585,0.0011585,0.0011585
53,2259.97,1.62315,0.83953,0.99353,0.82049,0.78373,0.85123,0.42887,1.64785,0.81772,0.98117,0.001142,0.001142,0.001142
54,2302.42,1.61453,0.83069,0.99453,0.84429,0.78593,0.86243,0.44222,1.62446,0.78632,0.97471,0.0011255,0.0011255,0.0011255
55,2346.42,1.61679,0.83279,0.99511,0.83008,0.77825,0.85221,0.43459,1.63596,0.81015,0.97887,0.001109,0.001109,0.001109
56,2388.96,1.6234,0.83087,0.99528,0.84307,0.78023,0.85502,0.43468,1.63951,0.78697,0.97829,0.0010925,0.0010925,0.0010925
57,2433.49,1.61407,0.82816,0.99484,0.84026,0.77915,0.85392,0.43753,1.63314,0.79801,0.9791,0.001076,0.001076,0.001076
58,2477.58,1.61875,0.83284,0.99594,0.82863,0.77594,0.85163,0.43267,1.64717,0.79866,0.97835,0.0010595,0.0010595,0.0010595
59,2520.03,1.62141,0.82897,0.99334,0.84258,0.79115,0.86332,0.44151,1.63084,0.77697,0.9763,0.001043,0.001043,0.001043
60,2563.39,1.61379,0.82504,0.98889,0.84304,0.78859,0.86361,0.4403,1.62851,0.78308,0.975,0.0010265,0.0010265,0.0010265
61,2607.89,1.61934,0.83007,0.99041,0.84026,0.79322,0.86265,0.43819,1.64226,0.78795,0.97731,0.00101,0.00101,0.00101
62,2651.82,1.60905,0.81422,0.98865,0.84458,0.79642,0.86834,0.44768,1.61921,0.77254,0.97487,0.0009935,0.0009935,0.0009935
63,2696.35,1.60575,0.81922,0.98702,0.82526,0.77093,0.84236,0.41334,1.69578,0.81891,0.9915,0.000977,0.000977,0.000977
64,2740.52,1.61082,0.82227,0.99217,0.85092,0.79974,0.87179,0.45306,1.60632,0.75405,0.97066,0.0009605,0.0009605,0.0009605
65,2785.2,1.60779,0.81931,0.98922,0.84308,0.78709,0.86181,0.44032,1.64111,0.77393,0.97713,0.000944,0.000944,0.000944
66,2828.22,1.61419,0.81546,0.98583,0.84829,0.79053,0.86731,0.4455,1.63187,0.75789,0.9759,0.0009275,0.0009275,0.0009275
67,2870.6,1.59774,0.81644,0.99091,0.84251,0.79778,0.86321,0.44652,1.61511,0.78385,0.97197,0.000911,0.000911,0.000911
68,2913.13,1.60423,0.81992,0.99158,0.8447,0.79935,0.86764,0.44838,1.60912,0.78099,0.97291,0.0008945,0.0008945,0.0008945
69,2956.04,1.59247,0.8072,0.98509,0.84328,0.7992,0.86721,0.44497,1.62441,0.77696,0.97377,0.000878,0.000878,0.000878
70,2998.88,1.58955,0.80687,0.98456,0.85476,0.79414,0.86867,0.45107,1.60712,0.75677,0.9709,0.0008615,0.0008615,0.0008615
71,3042.21,1.60039,0.80453,0.98529,0.83418,0.79503,0.86158,0.4401,1.63595,0.78642,0.97948,0.000845,0.000845,0.000845
72,3085.37,1.59164,0.80668,0.98474,0.84671,0.79276,0.86692,0.44493,1.62592,0.76571,0.97653,0.0008285,0.0008285,0.0008285
