epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.8284,2.16976,2.55982,1.33009,0.63013,0.21856,0.35804,0.20218,1.78945,2.31136,1.12711,0.00330097,0.00330097,0.00330097
2,59.1955,2.0516,1.47349,1.22841,0.50073,0.38981,0.41038,0.22118,1.84644,1.57127,1.11888,0.00662117,0.00662117,0.00662117
3,89.9955,2.00568,1.40796,1.20011,0.71547,0.27824,0.39486,0.22315,1.6557,1.98144,1.07478,0.00992817,0.00992817,0.00992817
4,121.515,1.99154,1.34796,1.19014,0.48554,0.40616,0.45288,0.22874,1.77707,1.48695,1.13032,0.0099406,0.0099406,0.0099406
5,153.657,1.93635,1.30319,1.16907,0.49409,0.42159,0.43277,0.20321,1.84682,1.80333,1.15702,0.0099208,0.0099208,0.0099208
6,185.913,1.9237,1.26107,1.16126,0.49939,0.43163,0.46265,0.24421,1.75561,1.5905,1.10469,0.009901,0.009901,0.009901
7,218.224,1.90366,1.25415,1.16087,0.63478,0.50789,0.52961,0.26187,1.83555,1.29702,1.14991,0.0098812,0.0098812,0.0098812
8,250.698,1.87922,1.19652,1.14934,0.58528,0.46083,0.50516,0.27069,1.6762,1.45796,1.08271,0.0098614,0.0098614,0.0098614
9,282.942,1.86833,1.17691,1.14252,0.61448,0.52354,0.55472,0.29726,1.58177,1.21776,1.05328,0.0098416,0.0098416,0.0098416
10,315.479,1.84449,1.15264,1.1245,0.58757,0.56715,0.53678,0.28629,1.6194,1.105,1.05976,0.0098218,0.0098218,0.0098218
11,347.828,1.84525,1.13761,1.13072,0.51878,0.43511,0.4727,0.27108,1.5858,1.43569,1.05426,0.009802,0.009802,0.009802
12,380.334,1.83655,1.1359,1.12873,0.56729,0.48241,0.45323,0.23936,1.75704,1.31748,1.13181,0.0097822,0.0097822,0.0097822
13,412.867,1.82271,1.09963,1.12097,0.69874,0.5335,0.59059,0.3269,1.53093,1.04025,1.02743,0.0097624,0.0097624,0.0097624
14,445.561,1.81375,1.08457,1.11173,0.67266,0.47346,0.51008,0.2612,1.7691,1.31751,1.09673,0.0097426,0.0097426,0.0097426
15,478.098,1.79514,1.06406,1.11425,0.64371,0.52549,0.55697,0.31479,1.55092,1.06738,1.0381,0.0097228,0.0097228,0.0097228
16,510.821,1.79939,1.07326,1.115,0.69018,0.54145,0.60978,0.32941,1.53503,0.99384,1.03491,0.009703,0.009703,0.009703
17,543.395,1.79014,1.051,1.11588,0.66753,0.5779,0.61877,0.33767,1.52461,1.03171,1.0364,0.0096832,0.0096832,0.0096832
18,575.939,1.78472,1.04032,1.10589,0.86684,0.46418,0.51377,0.29054,1.58376,1.15766,1.03304,0.0096634,0.0096634,0.0096634
19,608.539,1.77916,1.04448,1.10355,0.65493,0.58127,0.62193,0.32846,1.59547,1.01561,1.03946,0.0096436,0.0096436,0.0096436
20,641.177,1.77708,1.02523,1.10539,0.61626,0.56797,0.58876,0.32592,1.54122,0.9934,1.02823,0.0096238,0.0096238,0.0096238
21,673.776,1.76689,1.02003,1.10465,0.60387,0.47116,0.53317,0.30552,1.50863,1.13882,1.02906,0.009604,0.009604,0.009604
22,706.31,1.7646,1.00912,1.10556,0.57368,0.55913,0.54035,0.30145,1.58178,0.99839,1.05275,0.0095842,0.0095842,0.0095842
23,738.94,1.73145,0.9912,1.08531,0.59736,0.50694,0.55521,0.32145,1.49941,1.04072,1.01249,0.0095644,0.0095644,0.0095644
24,771.645,1.74753,0.99748,1.10011,0.6026,0.48171,0.52148,0.28859,1.6073,1.11918,1.0422,0.0095446,0.0095446,0.0095446
25,804.349,1.74079,0.98888,1.09051,0.66425,0.53054,0.59101,0.33611,1.47006,0.97854,1.02139,0.0095248,0.0095248,0.0095248
26,837.111,1.74088,0.98166,1.09731,0.62762,0.61174,0.62643,0.35114,1.49094,0.93623,1.0257,0.009505,0.009505,0.009505
27,869.501,1.72081,0.9744,1.08455,0.60375,0.54132,0.56399,0.32402,1.45983,0.96979,1.0152,0.0094852,0.0094852,0.0094852
28,902.253,1.72466,0.96163,1.08382,0.62686,0.53825,0.5559,0.31896,1.52322,1.09052,1.01994,0.0094654,0.0094654,0.0094654
29,934.886,1.72819,0.96955,1.08739,0.71938,0.5947,0.64912,0.36903,1.4534,0.92534,1.01646,0.0094456,0.0094456,0.0094456
30,967.568,1.7091,0.95032,1.08227,0.68614,0.58749,0.6266,0.34586,1.54101,0.89383,1.02001,0.0094258,0.0094258,0.0094258
31,999.869,1.72214,0.9627,1.08568,0.61355,0.60381,0.65614,0.36131,1.48067,0.89877,1.01361,0.009406,0.009406,0.009406
32,1032.89,1.70925,0.96059,1.07988,0.64963,0.64541,0.65867,0.35816,1.52874,0.92115,1.01732,0.0093862,0.0093862,0.0093862
33,1065.42,1.71198,0.95142,1.0827,0.58639,0.57534,0.58536,0.33245,1.50565,0.93198,1.01161,0.0093664,0.0093664,0.0093664
34,1098.16,1.69665,0.93597,1.0741,0.58321,0.59748,0.59779,0.34045,1.45877,0.95155,1.0074,0.0093466,0.0093466,0.0093466
35,1130.71,1.70254,0.93882,1.08492,0.77533,0.61619,0.69057,0.36075,1.55503,0.89547,1.0291,0.0093268,0.0093268,0.0093268
36,1163.64,1.69634,0.94187,1.06717,0.73599,0.65378,0.69631,0.39413,1.442,0.82689,1.0034,0.009307,0.009307,0.009307
37,1196.19,1.71099,0.94182,1.08552,0.64106,0.59677,0.61356,0.34042,1.50362,0.88076,1.01948,0.0092872,0.0092872,0.0092872
38,1228.94,1.68448,0.92764,1.07175,0.75262,0.65071,0.71832,0.38718,1.49235,0.91405,1.01301,0.0092674,0.0092674,0.0092674
39,1261.7,1.69853,0.93003,1.07687,0.76148,0.64031,0.70758,0.39119,1.43238,0.82028,0.99803,0.0092476,0.0092476,0.0092476
40,1294.21,1.67511,0.91547,1.07038,0.60687,0.56687,0.57268,0.32299,1.52719,1.01037,1.01235,0.0092278,0.0092278,0.0092278
41,1326.91,1.67271,0.91645,1.07222,0.7573,0.66294,0.7095,0.37393,1.569,0.85868,1.02698,0.009208,0.009208,0.009208
42,1359.61,1.68909,0.91313,1.07307,0.78172,0.6431,0.72896,0.39093,1.52132,0.86224,1.01781,0.0091882,0.0091882,0.0091882
43,1392.35,1.6631,0.91474,1.06844,0.76283,0.53771,0.62653,0.34315,1.52622,1.00833,1.01259,0.0091684,0.0091684,0.0091684
44,1425.2,1.67047,0.91627,1.07021,0.78398,0.53863,0.63037,0.3486,1.50994,0.98978,1.01098,0.0091486,0.0091486,0.0091486
45,1457.99,1.6625,0.91139,1.06598,0.70982,0.58044,0.63153,0.34924,1.51164,0.8663,1.01271,0.0091288,0.0091288,0.0091288
46,1490.46,1.65509,0.90104,1.0645,0.67722,0.63515,0.6597,0.36587,1.49106,0.86564,1.00884,0.009109,0.009109,0.009109
47,1523.13,1.6746,0.91081,1.06614,0.69364,0.57742,0.63857,0.3615,1.45383,0.91122,0.99558,0.0090892,0.0090892,0.0090892
48,1555.46,1.66585,0.90369,1.06408,0.74569,0.60826,0.68459,0.38827,1.42005,0.84599,0.9921,0.0090694,0.0090694,0.0090694
49,1587.51,1.66381,0.91214,1.07017,0.75774,0.6563,0.72165,0.39911,1.42428,0.87214,0.99972,0.0090496,0.0090496,0.0090496
50,1620.51,1.65961,0.89668,1.06135,0.73128,0.65873,0.70488,0.37008,1.53458,0.82251,1.01721,0.0090298,0.0090298,0.0090298
51,1653.35,1.64825,0.89051,1.05577,0.73294,0.65735,0.70651,0.39605,1.42341,0.78896,0.98949,0.00901,0.00901,0.00901
52,1686.33,1.65101,0.89813,1.06237,0.732,0.6701,0.70746,0.38123,1.48205,0.80491,1.00791,0.0089902,0.0089902,0.0089902
53,1718.84,1.63921,0.88009,1.05685,0.68411,0.65803,0.6809,0.38093,1.4228,0.83833,0.99004,0.0089704,0.0089704,0.0089704
54,1751.62,1.64516,0.88468,1.06727,0.74318,0.6162,0.691,0.37492,1.52653,0.89084,1.00577,0.0089506,0.0089506,0.0089506
55,1783.88,1.64153,0.88067,1.05556,0.74872,0.6623,0.71761,0.40761,1.39778,0.7674,0.9781,0.0089308,0.0089308,0.0089308
56,1815.84,1.61427,0.87017,1.05667,0.77535,0.59995,0.67119,0.37837,1.46102,0.86415,1.00427,0.008911,0.008911,0.008911
57,1848.73,1.65246,0.88438,1.06095,0.71554,0.66025,0.69314,0.38767,1.44425,0.79005,0.99547,0.0088912,0.0088912,0.0088912
58,1881.57,1.63312,0.86967,1.05329,0.71321,0.62619,0.67449,0.38702,1.42204,0.8235,0.99161,0.0088714,0.0088714,0.0088714
59,1914.35,1.62802,0.87607,1.0592,0.81059,0.62832,0.72483,0.40606,1.41414,0.80876,0.98259,0.0088516,0.0088516,0.0088516
60,1947.16,1.64663,0.87868,1.05976,0.68518,0.63578,0.65476,0.36159,1.52908,0.87639,1.02425,0.0088318,0.0088318,0.0088318
61,1979.69,1.62042,0.8692,1.05531,0.78241,0.61348,0.68675,0.3879,1.42984,0.85341,0.98749,0.008812,0.008812,0.008812
62,2012.45,1.63982,0.87924,1.05595,0.66414,0.59095,0.62229,0.36197,1.42802,0.8249,0.99123,0.0087922,0.0087922,0.0087922
63,2044.92,1.60923,0.85307,1.05052,0.71372,0.62352,0.65509,0.36506,1.4591,0.81855,0.99538,0.0087724,0.0087724,0.0087724
64,2077.78,1.61336,0.8549,1.05154,0.66784,0.61644,0.65042,0.38027,1.38344,0.81165,0.97853,0.0087526,0.0087526,0.0087526
65,2110.4,1.62111,0.86343,1.05568,0.65602,0.59769,0.60787,0.35821,1.42383,0.88932,0.99242,0.0087328,0.0087328,0.0087328
66,2142.92,1.6112,0.86536,1.05106,0.70778,0.62033,0.64965,0.36865,1.45635,0.80968,1.00122,0.008713,0.008713,0.008713
67,2176.04,1.60915,0.85055,1.04261,0.70893,0.64759,0.687,0.39901,1.39283,0.79499,0.97728,0.0086932,0.0086932,0.0086932
68,2208.65,1.60152,0.84968,1.0437,0.71456,0.6176,0.66991,0.38132,1.41837,0.84194,0.98399,0.0086734,0.0086734,0.0086734
69,2241.72,1.63038,0.86034,1.04918,0.69257,0.61958,0.65953,0.37258,1.44202,0.79821,0.99046,0.0086536,0.0086536,0.0086536
70,2274.2,1.59806,0.84352,1.04301,0.69075,0.59653,0.62617,0.36323,1.4324,0.84375,0.99187,0.0086338,0.0086338,0.0086338
71,2306.92,1.59568,0.84502,1.04586,0.78033,0.7373,0.79821,0.44489,1.36686,0.73776,0.97336,0.008614,0.008614,0.008614
72,2339.69,1.61635,0.85762,1.0438,0.78951,0.63307,0.70859,0.39248,1.43374,0.79767,0.98061,0.0085942,0.0085942,0.0085942
73,2372.06,1.60992,0.85255,1.05024,0.70222,0.64153,0.67725,0.38512,1.40981,0.79578,0.98363,0.0085744,0.0085744,0.0085744
74,2404.78,1.59262,0.84359,1.04755,0.67307,0.60548,0.64723,0.3717,1.41789,0.87129,0.98769,0.0085546,0.0085546,0.0085546
75,2437.39,1.59655,0.84326,1.03979,0.6834,0.63439,0.67904,0.37933,1.44184,0.85718,0.98824,0.0085348,0.0085348,0.0085348
76,2469.98,1.59516,0.83661,1.04207,0.73293,0.6373,0.69446,0.39925,1.41055,0.81689,0.98123,0.008515,0.008515,0.008515
77,2502.5,1.59828,0.84371,1.04473,0.66358,0.62474,0.6269,0.36692,1.39859,0.80008,0.97839,0.0084952,0.0084952,0.0084952
78,2535.12,1.59638,0.83531,1.0453,0.75867,0.61523,0.68681,0.39202,1.40592,0.78576,0.9823,0.0084754,0.0084754,0.0084754
79,2567.29,1.58936,0.83551,1.03849,0.80249,0.62771,0.7045,0.40196,1.39652,0.80517,0.97563,0.0084556,0.0084556,0.0084556
80,2599.8,1.59386,0.83282,1.04219,0.77797,0.64538,0.72796,0.41387,1.39533,0.76687,0.97152,0.0084358,0.0084358,0.0084358
81,2631.89,1.5756,0.83072,1.04204,0.77999,0.65508,0.723,0.39119,1.49776,0.78102,0.99703,0.008416,0.008416,0.008416
82,2664.06,1.57985,0.82386,1.03849,0.66366,0.63227,0.65125,0.38714,1.36958,0.78763,0.97118,0.0083962,0.0083962,0.0083962
83,2696.43,1.57001,0.82631,1.03636,0.62784,0.58583,0.59399,0.34363,1.41208,0.90408,0.98062,0.0083764,0.0083764,0.0083764
84,2729.12,1.5968,0.84203,1.03739,0.71408,0.63433,0.67383,0.38505,1.42061,0.77164,0.98355,0.0083566,0.0083566,0.0083566
85,2761.58,1.58768,0.83304,1.04073,0.63581,0.63204,0.62653,0.36769,1.3924,0.81354,0.98338,0.0083368,0.0083368,0.0083368
86,2793.66,1.5666,0.833,1.04339,0.72248,0.64626,0.7038,0.40628,1.40864,0.78324,0.98573,0.008317,0.008317,0.008317
87,2825.67,1.57816,0.82496,1.0405,0.73947,0.64813,0.69737,0.4012,1.39397,0.76086,0.98433,0.0082972,0.0082972,0.0082972
88,2857.91,1.56776,0.82411,1.04229,0.62434,0.60753,0.60528,0.36045,1.39248,0.85513,0.97663,0.0082774,0.0082774,0.0082774
89,2890.22,1.57384,0.82452,1.03608,0.70788,0.62246,0.66178,0.38998,1.38401,0.79656,0.97058,0.0082576,0.0082576,0.0082576
90,2922.41,1.5772,0.82778,1.04524,0.70388,0.64256,0.68344,0.39253,1.38711,0.78636,0.96714,0.0082378,0.0082378,0.0082378
91,2954.79,1.57123,0.81881,1.03825,0.68933,0.63418,0.66175,0.37577,1.43915,0.78938,0.98417,0.008218,0.008218,0.008218
92,2987.22,1.54748,0.80633,1.02612,0.71389,0.65382,0.69165,0.40613,1.37115,0.75203,0.97529,0.0081982,0.0081982,0.0081982
93,3019.9,1.55205,0.81421,1.03513,0.73638,0.65227,0.69972,0.40708,1.38916,0.78213,0.96956,0.0081784,0.0081784,0.0081784
94,3052.22,1.56694,0.8119,1.03321,0.66404,0.59605,0.63342,0.37122,1.38017,0.80069,0.98056,0.0081586,0.0081586,0.0081586
95,3084.51,1.56728,0.82078,1.03627,0.72977,0.6693,0.71821,0.40827,1.39507,0.73635,0.97078,0.0081388,0.0081388,0.0081388
96,3116.96,1.55683,0.81381,1.03605,0.81075,0.61536,0.71485,0.40341,1.40399,0.74892,0.97592,0.008119,0.008119,0.008119
97,3149.78,1.55727,0.81331,1.03382,0.73506,0.61988,0.69073,0.39037,1.37804,0.7945,0.9681,0.0080992,0.0080992,0.0080992
98,3182.17,1.55387,0.81243,1.04272,0.77275,0.62545,0.70484,0.39788,1.42581,0.81851,0.98235,0.0080794,0.0080794,0.0080794
99,3214.59,1.55101,0.80823,1.02977,0.70716,0.60652,0.66268,0.38789,1.38832,0.83591,0.98396,0.0080596,0.0080596,0.0080596
100,3246.86,1.55924,0.8106,1.03117,0.75569,0.63543,0.69714,0.40703,1.37539,0.77306,0.97191,0.0080398,0.0080398,0.0080398
101,3279.32,1.5543,0.81184,1.03175,0.6552,0.6227,0.62137,0.36546,1.40317,0.77895,0.98063,0.00802,0.00802,0.00802
102,3311.74,1.5449,0.80086,1.02934,0.74494,0.70725,0.74885,0.42922,1.36827,0.72848,0.97339,0.0080002,0.0080002,0.0080002
103,3344.04,1.5423,0.79681,1.02703,0.68157,0.56012,0.60966,0.37208,1.34985,0.83575,0.95943,0.0079804,0.0079804,0.0079804
104,3376.39,1.55184,0.80307,1.03557,0.64352,0.59365,0.614,0.36441,1.3892,0.85257,0.96747,0.0079606,0.0079606,0.0079606
105,3408.98,1.54068,0.80099,1.02404,0.6145,0.58367,0.5925,0.34939,1.42494,0.82419,0.99017,0.0079408,0.0079408,0.0079408
106,3441.38,1.55084,0.80324,1.03255,0.72076,0.65216,0.69222,0.40161,1.40374,0.75704,0.97623,0.007921,0.007921,0.007921
107,3473.64,1.52677,0.79981,1.0264,0.71423,0.63943,0.69327,0.40212,1.37031,0.7314,0.97095,0.0079012,0.0079012,0.0079012
108,3505.74,1.53646,0.7979,1.02361,0.61912,0.55758,0.60221,0.36185,1.36367,0.85878,0.96635,0.0078814,0.0078814,0.0078814
109,3538.08,1.52638,0.79799,1.02973,0.68629,0.60671,0.65366,0.37545,1.42695,0.78896,0.97786,0.0078616,0.0078616,0.0078616
110,3570.49,1.54086,0.79666,1.0263,0.61689,0.58551,0.60743,0.35663,1.40782,0.85276,0.97222,0.0078418,0.0078418,0.0078418
111,3602.9,1.52726,0.79279,1.02172,0.72572,0.62987,0.68994,0.40729,1.34704,0.75362,0.96066,0.007822,0.007822,0.007822
112,3634.97,1.53167,0.78975,1.01863,0.6232,0.59695,0.61875,0.3662,1.38811,0.84966,0.97479,0.0078022,0.0078022,0.0078022
113,3667.07,1.52048,0.79174,1.02193,0.64608,0.66496,0.68816,0.39538,1.36974,0.75695,0.9674,0.0077824,0.0077824,0.0077824
114,3699.35,1.54034,0.79376,1.02181,0.81493,0.57927,0.68843,0.40367,1.35839,0.82317,0.96413,0.0077626,0.0077626,0.0077626
115,3731.38,1.5283,0.79039,1.02618,0.71399,0.60852,0.66652,0.38277,1.4002,0.79247,0.98191,0.0077428,0.0077428,0.0077428
116,3763.69,1.52526,0.79507,1.0279,0.69367,0.57287,0.61837,0.36841,1.39146,0.86218,0.97014,0.007723,0.007723,0.007723
117,3795.57,1.51869,0.79018,1.01913,0.67129,0.64416,0.67404,0.3968,1.34869,0.74891,0.96799,0.0077032,0.0077032,0.0077032
118,3827.75,1.52827,0.78435,1.0191,0.72087,0.67185,0.71572,0.41044,1.37856,0.75184,0.96678,0.0076834,0.0076834,0.0076834
119,3859.92,1.51403,0.78415,1.02303,0.73552,0.65235,0.72102,0.41562,1.35782,0.75968,0.96405,0.0076636,0.0076636,0.0076636
120,3892.21,1.49772,0.77259,1.02011,0.66876,0.63015,0.65627,0.38528,1.38008,0.79458,0.96913,0.0076438,0.0076438,0.0076438
121,3924.32,1.52204,0.78275,1.02525,0.75022,0.65536,0.72167,0.42063,1.3507,0.73944,0.9604,0.007624,0.007624,0.007624
122,3956.66,1.51144,0.77587,1.0173,0.75261,0.63588,0.70802,0.40864,1.37623,0.7314,0.97055,0.0076042,0.0076042,0.0076042
