epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,999.752,1.68088,0.9257,1.07408,0.68552,0.5912,0.63091,0.35658,1.48024,0.88808,1.01925,0.00108711,0.00108711,0.00108711
31,1031.77,1.70113,0.93948,1.08103,0.65391,0.58702,0.61593,0.34973,1.47715,0.89619,1.01918,0.00107532,0.00107532,0.00107532
32,1064.42,1.69251,0.94097,1.07737,0.68007,0.56609,0.59934,0.32757,1.56842,0.95126,1.05381,0.00106353,0.00106353,0.00106353
33,1096.63,1.69961,0.93495,1.07954,0.69476,0.61215,0.65219,0.3412,1.58683,0.91222,1.04158,0.00105174,0.00105174,0.00105174
34,1128.9,1.67582,0.90617,1.06914,0.71489,0.62713,0.67072,0.38047,1.44128,0.85214,1.00359,0.00103995,0.00103995,0.00103995
35,1160.99,1.67705,0.90896,1.07649,0.65394,0.60687,0.62183,0.33996,1.59296,0.87815,1.04341,0.00102817,0.00102817,0.00102817
36,1193.41,1.6671,0.90998,1.05962,0.71924,0.57767,0.63029,0.35865,1.49469,0.86885,1.01567,0.00101638,0.00101638,0.00101638
37,1225.49,1.69198,0.92208,1.0808,0.74823,0.5277,0.5988,0.34283,1.45504,0.97896,1.02122,0.00100459,0.00100459,0.00100459
38,1257.95,1.66926,0.90627,1.0668,0.69446,0.6287,0.6526,0.36415,1.49466,0.83571,1.01647,0.000992798,0.000992798,0.000992798
39,1290.46,1.66592,0.90662,1.06831,0.68563,0.60729,0.62877,0.35595,1.47894,0.85937,1.00914,0.000981008,0.000981008,0.000981008
40,1322.94,1.65357,0.89905,1.06519,0.66867,0.58858,0.60088,0.33937,1.47217,0.94201,1.0263,0.000969219,0.000969219,0.000969219
41,1355.19,1.65412,0.89012,1.06779,0.73997,0.59925,0.66469,0.37882,1.4316,0.87517,1.00252,0.00095743,0.00095743,0.00095743
42,1387.52,1.66254,0.88652,1.0646,0.60812,0.59057,0.60878,0.33463,1.55012,0.92079,1.02387,0.000945641,0.000945641,0.000945641
43,1419.86,1.64562,0.88558,1.0609,0.78195,0.55768,0.60469,0.34267,1.49514,0.98321,1.00442,0.000933851,0.000933851,0.000933851
44,1452.31,1.64284,0.88535,1.06261,0.73054,0.62212,0.68824,0.3951,1.41279,0.83668,0.99218,0.000922062,0.000922062,0.000922062
45,1484.88,1.63838,0.88423,1.06054,0.63566,0.52409,0.56633,0.33386,1.45069,0.92401,0.99828,0.000910273,0.000910273,0.000910273
46,1517.23,1.63106,0.88199,1.05735,0.69029,0.62049,0.64649,0.36655,1.47876,0.86328,1.00862,0.000898484,0.000898484,0.000898484
47,1549.5,1.64589,0.8831,1.0575,0.70642,0.63898,0.68143,0.38744,1.4167,0.80911,0.99266,0.000886694,0.000886694,0.000886694
48,1581.69,1.62713,0.86895,1.05142,0.74865,0.6321,0.69722,0.39184,1.44086,0.81252,0.99584,0.000874905,0.000874905,0.000874905
49,1614.06,1.63368,0.87736,1.06129,0.72145,0.55536,0.62183,0.35631,1.47073,0.87642,1.00262,0.000863116,0.000863116,0.000863116
50,1646.56,1.62356,0.8613,1.05094,0.66532,0.59698,0.63259,0.34991,1.52867,0.85455,1.01689,0.000851327,0.000851327,0.000851327
51,1679.1,1.61869,0.86585,1.04915,0.67675,0.61026,0.64099,0.37161,1.42197,0.83102,0.99916,0.000839537,0.000839537,0.000839537
52,1711.6,1.62205,0.86614,1.05261,0.70377,0.6429,0.67719,0.39866,1.38971,0.79622,0.98275,0.000827748,0.000827748,0.000827748
53,1744.6,1.60361,0.85614,1.04639,0.59821,0.58996,0.59323,0.34968,1.43502,0.87704,0.99417,0.000815959,0.000815959,0.000815959
54,1777.62,1.61092,0.85246,1.05691,0.67904,0.50423,0.55377,0.31396,1.56346,0.97545,1.03185,0.00080417,0.00080417,0.00080417
55,1810.72,1.61365,0.85833,1.04832,0.76539,0.65849,0.70444,0.3977,1.43936,0.78575,0.99925,0.00079238,0.00079238,0.00079238
56,1843.6,1.58158,0.83559,1.04734,0.68514,0.62603,0.67423,0.3698,1.50924,0.8347,1.01199,0.000780591,0.000780591,0.000780591
57,1876.72,1.6149,0.8527,1.05127,0.65962,0.56312,0.59972,0.35781,1.41568,0.8785,0.99007,0.000768802,0.000768802,0.000768802
58,1909.59,1.59151,0.83945,1.04095,0.62349,0.59853,0.59302,0.34721,1.44077,0.83665,0.99523,0.000757013,0.000757013,0.000757013
59,1942.8,1.59318,0.84675,1.05145,0.78956,0.6517,0.70997,0.40354,1.43043,0.83177,1.00067,0.000745223,0.000745223,0.000745223
60,1975.84,1.61126,0.84562,1.04854,0.73156,0.56772,0.62411,0.362,1.44476,0.84811,1.00063,0.000733434,0.000733434,0.000733434
61,2008.8,1.5854,0.83708,1.0453,0.74507,0.63747,0.69599,0.38927,1.45833,0.79117,0.99795,0.000721645,0.000721645,0.000721645
62,2041.82,1.60199,0.84582,1.04451,0.66715,0.62017,0.65702,0.38324,1.39458,0.80791,0.98865,0.000709856,0.000709856,0.000709856
63,2074.78,1.57593,0.82228,1.04071,0.72965,0.60142,0.65576,0.37967,1.41584,0.78875,0.99247,0.000698066,0.000698066,0.000698066
64,2107.9,1.57645,0.82301,1.04051,0.74029,0.62808,0.67924,0.38622,1.42946,0.79225,0.98643,0.000686277,0.000686277,0.000686277
65,2140.76,1.57641,0.82905,1.04168,0.67021,0.53438,0.58781,0.34657,1.45091,0.95941,0.99336,0.000674488,0.000674488,0.000674488
66,2173.5,1.56614,0.82667,1.0371,0.75751,0.63219,0.68414,0.39338,1.40846,0.78855,0.98745,0.000662699,0.000662699,0.000662699
67,2206.72,1.56846,0.81972,1.03119,0.69541,0.6251,0.66205,0.38484,1.40406,0.84682,0.98501,0.000650909,0.000650909,0.000650909
68,2239.57,1.5545,0.81401,1.02938,0.7635,0.55881,0.63362,0.37525,1.37564,0.85412,0.98098,0.00063912,0.00063912,0.00063912
69,2272.97,1.57771,0.8214,1.03393,0.68362,0.63546,0.66458,0.39004,1.37756,0.79233,0.97672,0.000627331,0.000627331,0.000627331
70,2305.81,1.55252,0.81231,1.03041,0.75159,0.62634,0.66862,0.37907,1.46771,0.79516,0.99569,0.000615542,0.000615542,0.000615542
71,2338.84,1.55339,0.81003,1.03412,0.73519,0.5819,0.64819,0.3815,1.3741,0.84021,0.98088,0.000603752,0.000603752,0.000603752
72,2371.92,1.56697,0.81457,1.03123,0.84424,0.65737,0.73301,0.40815,1.42427,0.76245,0.98462,0.000591963,0.000591963,0.000591963
73,2404.37,1.55489,0.80996,1.03373,0.7169,0.65972,0.68923,0.39141,1.41318,0.77041,0.98226,0.000580174,0.000580174,0.000580174
74,2437.39,1.54757,0.80539,1.0331,0.69234,0.58748,0.63377,0.37543,1.40014,0.84263,0.977,0.000568385,0.000568385,0.000568385
75,2470.36,1.54255,0.80366,1.02322,0.79438,0.6339,0.70024,0.40169,1.41154,0.78625,0.98416,0.000556595,0.000556595,0.000556595
76,2503.21,1.54739,0.8036,1.02751,0.80843,0.63976,0.71691,0.40226,1.44086,0.76995,0.98698,0.000544806,0.000544806,0.000544806
77,2535.84,1.54141,0.80233,1.0281,0.72893,0.59434,0.65094,0.37918,1.41853,0.8184,0.98214,0.000533017,0.000533017,0.000533017
78,2568.63,1.54295,0.79522,1.02836,0.80434,0.61591,0.70356,0.39857,1.42793,0.78525,0.98236,0.000521228,0.000521228,0.000521228
79,2601.6,1.5381,0.80003,1.02408,0.74415,0.61894,0.66728,0.39134,1.40232,0.81773,0.98184,0.000509438,0.000509438,0.000509438
80,2634.95,1.54384,0.79453,1.02605,0.74888,0.6089,0.6727,0.40162,1.35011,0.77565,0.96318,0.000497649,0.000497649,0.000497649
81,2667.79,1.51723,0.78978,1.02347,0.73156,0.60461,0.6511,0.36573,1.48846,0.82437,0.99965,0.00048586,0.00048586,0.00048586
82,2700.79,1.52275,0.78474,1.02209,0.66674,0.57446,0.61312,0.36216,1.41284,0.86619,0.97859,0.000474071,0.000474071,0.000474071
83,2733.57,1.51678,0.78429,1.02073,0.70646,0.61195,0.6693,0.39319,1.37728,0.78984,0.97667,0.000462281,0.000462281,0.000462281
84,2766.6,1.5359,0.79837,1.02017,0.74601,0.63184,0.68688,0.39994,1.39353,0.7618,0.97491,0.000450492,0.000450492,0.000450492
85,2799.26,1.52413,0.79048,1.02132,0.73686,0.64109,0.68749,0.38924,1.42852,0.77308,0.98431,0.000438703,0.000438703,0.000438703
86,2831.78,1.50824,0.78718,1.02489,0.73968,0.65084,0.69408,0.40504,1.38242,0.76698,0.96919,0.000426914,0.000426914,0.000426914
87,2864.34,1.51396,0.77868,1.02118,0.71477,0.64629,0.68198,0.39539,1.37028,0.75954,0.97025,0.000415124,0.000415124,0.000415124
88,2897.22,1.50344,0.77814,1.02373,0.72234,0.63456,0.68086,0.39119,1.39046,0.78953,0.97306,0.000403335,0.000403335,0.000403335
89,2930.1,1.50938,0.77987,1.01564,0.71661,0.62101,0.66085,0.38023,1.39169,0.80538,0.9767,0.000391546,0.000391546,0.000391546
90,2962.77,1.51147,0.78171,1.02545,0.75145,0.61178,0.67058,0.38608,1.39181,0.78464,0.97308,0.000379757,0.000379757,0.000379757
91,2995.7,1.50088,0.7708,1.01686,0.74597,0.57578,0.63635,0.36954,1.43892,0.83805,0.98613,0.000367967,0.000367967,0.000367967
92,3028.7,1.48692,0.76059,1.0092,0.78485,0.61885,0.68871,0.39778,1.39523,0.78728,0.97413,0.000356178,0.000356178,0.000356178
93,3061.84,1.47721,0.76413,1.01318,0.77913,0.59851,0.67761,0.39434,1.39051,0.76039,0.97405,0.000344389,0.000344389,0.000344389
94,3094.92,1.50295,0.76623,1.01465,0.73763,0.6447,0.68131,0.40055,1.35988,0.76284,0.96543,0.0003326,0.0003326,0.0003326
95,3128.04,1.49173,0.77171,1.0146,0.67548,0.65901,0.68076,0.39614,1.38373,0.78244,0.97114,0.00032081,0.00032081,0.00032081
96,3161.07,1.48519,0.76388,1.01291,0.80183,0.60422,0.69148,0.40158,1.38365,0.76214,0.96918,0.000309021,0.000309021,0.000309021
97,3194.91,1.48454,0.76127,1.01171,0.76472,0.63339,0.69177,0.39652,1.3942,0.76006,0.97079,0.000297232,0.000297232,0.000297232
98,3228.23,1.47646,0.75853,1.01803,0.79452,0.65231,0.72702,0.41333,1.37149,0.74528,0.96742,0.000285443,0.000285443,0.000285443
99,3261.45,1.4814,0.7563,1.0068,0.73794,0.66654,0.70544,0.40602,1.36815,0.76501,0.9678,0.000273654,0.000273654,0.000273654
100,3294.41,1.4809,0.75667,1.00754,0.84247,0.64657,0.74164,0.42229,1.35897,0.7193,0.9674,0.000261864,0.000261864,0.000261864
101,3327.56,1.48221,0.76239,1.00963,0.74924,0.65877,0.7004,0.39938,1.40369,0.76501,0.97503,0.000250075,0.000250075,0.000250075
102,3360.51,1.46517,0.74787,1.00558,0.76826,0.67025,0.71807,0.40975,1.38583,0.7532,0.97174,0.000238286,0.000238286,0.000238286
103,3393.39,1.46362,0.74461,1.00447,0.72865,0.60084,0.65929,0.39092,1.3626,0.79016,0.96734,0.000226497,0.000226497,0.000226497
104,3426.48,1.47367,0.75312,1.01125,0.77759,0.65708,0.7175,0.41122,1.39743,0.7468,0.9749,0.000214707,0.000214707,0.000214707
105,3459.75,1.46412,0.7468,1.00312,0.79551,0.64213,0.7115,0.40928,1.38772,0.74854,0.97455,0.000202918,0.000202918,0.000202918
106,3492.7,1.46638,0.74941,1.00957,0.72202,0.63545,0.68266,0.39759,1.39559,0.76869,0.97167,0.000191129,0.000191129,0.000191129
107,3525.93,1.44817,0.73937,1.00257,0.69017,0.62537,0.67373,0.39629,1.37574,0.77191,0.97198,0.00017934,0.00017934,0.00017934
108,3558.89,1.45065,0.7435,1.00022,0.74908,0.60773,0.67371,0.40228,1.34528,0.75545,0.96251,0.00016755,0.00016755,0.00016755
109,3592.21,1.44432,0.74296,1.00593,0.68982,0.65184,0.67405,0.39234,1.39864,0.759,0.96854,0.000155761,0.000155761,0.000155761
110,3625.44,1.4564,0.7421,1.00313,0.71527,0.64939,0.69154,0.40488,1.37055,0.75913,0.96446,0.000143972,0.000143972,0.000143972
111,3657.14,1.43727,0.74146,1.00621,0.77225,0.62775,0.6837,0.39696,1.39435,0.78287,0.97904,0.000132183,0.000132183,0.000132183
112,3688.33,1.42481,0.72888,1.00823,0.71965,0.62132,0.67519,0.39259,1.39627,0.78818,0.97425,0.000120393,0.000120393,0.000120393
113,3719.81,1.42051,0.72201,1.0036,0.75948,0.66176,0.71381,0.40897,1.37784,0.74368,0.96769,0.000108604,0.000108604,0.000108604
114,3751.47,1.40878,0.71342,0.99806,0.76094,0.64374,0.70032,0.40407,1.39628,0.75505,0.96943,9.68148e-05,9.68148e-05,9.68148e-05
115,3782.95,1.41276,0.72048,1.00518,0.72995,0.6663,0.70163,0.40702,1.37004,0.74065,0.96403,8.50255e-05,8.50255e-05,8.50255e-05
116,3814.45,1.40537,0.71267,1.00187,0.73059,0.63289,0.68382,0.40228,1.37384,0.75437,0.96447,7.32362e-05,7.32362e-05,7.32362e-05
117,3845.96,1.4017,0.71517,0.99848,0.76892,0.64819,0.70757,0.41211,1.36454,0.73156,0.96279,6.1447e-05,6.1447e-05,6.1447e-05
118,3877.46,1.39733,0.70696,0.99605,0.68321,0.66128,0.68436,0.40117,1.37352,0.75564,0.9661,4.96578e-05,4.96578e-05,4.96578e-05
119,3908.8,1.39228,0.70417,0.99494,0.71265,0.64974,0.69108,0.40434,1.38029,0.7563,0.96604,3.78685e-05,3.78685e-05,3.78685e-05
120,3940.18,1.39605,0.707,0.99092,0.69845,0.64981,0.69082,0.4044,1.37345,0.75786,0.96549,2.60792e-05,2.60792e-05,2.60792e-05
