epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1099.73,1.67577,0.90644,1.07251,0.62465,0.58513,0.60345,0.3268,1.64319,0.9091,1.02883,0.000981008,0.000981008,0.000981008
40,1128.12,1.66318,0.89727,1.06487,0.78157,0.63817,0.69738,0.38119,1.50954,0.83271,0.99946,0.000969219,0.000969219,0.000969219
41,1156.36,1.67024,0.89942,1.06746,0.767,0.64431,0.7135,0.39774,1.46556,0.80368,0.9895,0.00095743,0.00095743,0.00095743
42,1184.24,1.64296,0.8963,1.06599,0.81157,0.63362,0.7103,0.38231,1.54556,0.88309,1.00495,0.000945641,0.000945641,0.000945641
43,1212.2,1.65249,0.89348,1.06791,0.82151,0.62745,0.71108,0.39457,1.51154,0.84496,0.99468,0.000933851,0.000933851,0.000933851
44,1240.56,1.63831,0.87738,1.06226,0.82537,0.64602,0.73873,0.41762,1.39423,0.76833,0.97592,0.000922062,0.000922062,0.000922062
45,1268.84,1.64281,0.88547,1.06213,0.77116,0.66872,0.72925,0.41129,1.41704,0.79177,0.97313,0.000910273,0.000910273,0.000910273
46,1297.03,1.62187,0.87713,1.05548,0.71919,0.61902,0.68744,0.3855,1.4551,0.83918,0.98733,0.000898484,0.000898484,0.000898484
47,1325.16,1.64181,0.88587,1.06284,0.80637,0.69555,0.77437,0.41881,1.4704,0.79799,0.98407,0.000886694,0.000886694,0.000886694
48,1353.32,1.61947,0.86602,1.05462,0.69906,0.58878,0.62789,0.35359,1.49165,0.8476,0.98909,0.000874905,0.000874905,0.000874905
49,1381.32,1.61304,0.861,1.05717,0.65351,0.57116,0.60175,0.35062,1.44438,0.8844,0.98809,0.000863116,0.000863116,0.000863116
50,1409.49,1.62781,0.87493,1.05218,0.71891,0.62216,0.6663,0.38018,1.44118,0.78919,0.98373,0.000851327,0.000851327,0.000851327
51,1437.85,1.63098,0.86705,1.05686,0.75926,0.60112,0.67758,0.39519,1.3955,0.80526,0.97006,0.000839537,0.000839537,0.000839537
52,1465.88,1.61081,0.86,1.05212,0.73254,0.63293,0.68967,0.39235,1.43103,0.78868,0.98085,0.000827748,0.000827748,0.000827748
53,1494.05,1.62857,0.85991,1.05373,0.73032,0.63066,0.69376,0.38717,1.41427,0.78631,0.97753,0.000815959,0.000815959,0.000815959
54,1522.18,1.59761,0.84337,1.04342,0.67127,0.56154,0.60162,0.34435,1.46199,0.84495,0.98033,0.00080417,0.00080417,0.00080417
55,1550.28,1.61342,0.85559,1.05409,0.72665,0.62701,0.67541,0.37578,1.48708,0.79444,0.98498,0.00079238,0.00079238,0.00079238
56,1578.25,1.59955,0.84656,1.05064,0.71264,0.63834,0.69263,0.38729,1.46009,0.80571,0.99239,0.000780591,0.000780591,0.000780591
57,1606.27,1.61739,0.85484,1.05037,0.7436,0.66439,0.71401,0.39955,1.41724,0.77944,0.98314,0.000768802,0.000768802,0.000768802
58,1634.3,1.58541,0.83654,1.03963,0.74247,0.64371,0.69984,0.38222,1.52509,0.82817,0.99435,0.000757013,0.000757013,0.000757013
59,1662.36,1.58851,0.84348,1.03902,0.75861,0.6497,0.71716,0.39672,1.43598,0.75822,0.98819,0.000745223,0.000745223,0.000745223
60,1690.37,1.59563,0.83852,1.04561,0.6692,0.55666,0.58447,0.32993,1.57422,0.8947,1.00676,0.000733434,0.000733434,0.000733434
61,1718.75,1.59507,0.84489,1.03689,0.75123,0.61713,0.68333,0.39785,1.39534,0.81096,0.96877,0.000721645,0.000721645,0.000721645
62,1746.84,1.56573,0.82143,1.03667,0.71723,0.6141,0.66868,0.39144,1.37486,0.74641,0.9631,0.000709856,0.000709856,0.000709856
63,1774.96,1.5637,0.82739,1.03445,0.67368,0.63008,0.64517,0.37468,1.44308,0.80566,0.9819,0.000698066,0.000698066,0.000698066
64,1802.86,1.57644,0.82602,1.04158,0.77396,0.60207,0.66988,0.39354,1.36224,0.75732,0.96629,0.000686277,0.000686277,0.000686277
65,1830.61,1.55638,0.81976,1.04061,0.68895,0.62307,0.65043,0.38075,1.41597,0.81468,0.9673,0.000674488,0.000674488,0.000674488
66,1858.48,1.56491,0.81804,1.03471,0.74132,0.52498,0.59006,0.34542,1.47396,0.84398,0.97921,0.000662699,0.000662699,0.000662699
67,1886.24,1.57359,0.82882,1.03921,0.77569,0.56321,0.62561,0.35524,1.47513,0.81657,0.98192,0.000650909,0.000650909,0.000650909
68,1914.32,1.56048,0.82358,1.0408,0.74209,0.66973,0.72091,0.40889,1.39553,0.7459,0.97428,0.00063912,0.00063912,0.00063912
69,1942.51,1.57519,0.81969,1.03284,0.6363,0.55704,0.58871,0.34886,1.43686,0.81591,0.97543,0.000627331,0.000627331,0.000627331
70,1970.59,1.55244,0.81849,1.03223,0.72399,0.6414,0.68613,0.40547,1.34579,0.71251,0.95623,0.000615542,0.000615542,0.000615542
71,1998.9,1.54388,0.80187,1.02947,0.65032,0.57255,0.6033,0.35864,1.40023,0.78752,0.96012,0.000603752,0.000603752,0.000603752
72,2026.94,1.536,0.81003,1.0295,0.63424,0.5659,0.6057,0.35615,1.42909,0.78132,0.97423,0.000591963,0.000591963,0.000591963
73,2055.01,1.55276,0.81341,1.03326,0.77704,0.63872,0.69809,0.39474,1.42725,0.7542,0.97241,0.000580174,0.000580174,0.000580174
74,2083.2,1.54746,0.80674,1.0294,0.64329,0.60661,0.6513,0.37871,1.37316,0.74781,0.96632,0.000568385,0.000568385,0.000568385
75,2111.39,1.5396,0.8042,1.03224,0.75614,0.63376,0.698,0.40403,1.35482,0.72972,0.95764,0.000556595,0.000556595,0.000556595
76,2139.61,1.55774,0.80434,1.03178,0.68399,0.60397,0.64565,0.36768,1.43882,0.78785,0.97358,0.000544806,0.000544806,0.000544806
77,2167.41,1.54742,0.80628,1.0264,0.64005,0.6361,0.66716,0.37899,1.44377,0.76678,0.97428,0.000533017,0.000533017,0.000533017
78,2195.46,1.55052,0.80456,1.03563,0.71708,0.60658,0.65577,0.38723,1.38052,0.74811,0.95978,0.000521228,0.000521228,0.000521228
79,2223.73,1.53884,0.7952,1.02,0.76189,0.592,0.65533,0.38127,1.40294,0.7429,0.96312,0.000509438,0.000509438,0.000509438
80,2252.15,1.54296,0.80053,1.0216,0.73596,0.62659,0.68764,0.39441,1.37832,0.73676,0.95886,0.000497649,0.000497649,0.000497649
81,2280.01,1.53304,0.79734,1.02627,0.62285,0.54819,0.58276,0.35243,1.39554,0.78846,0.95569,0.00048586,0.00048586,0.00048586
82,2308.09,1.53129,0.78933,1.01657,0.70043,0.63459,0.65747,0.39118,1.35068,0.71592,0.95132,0.000474071,0.000474071,0.000474071
83,2336.33,1.51055,0.78699,1.02074,0.72393,0.63415,0.67471,0.39717,1.35318,0.74112,0.95314,0.000462281,0.000462281,0.000462281
84,2364.36,1.52199,0.79389,1.02164,0.70202,0.5643,0.61849,0.36423,1.41267,0.77745,0.96075,0.000450492,0.000450492,0.000450492
85,2392.33,1.50293,0.77462,1.02134,0.73617,0.62481,0.68817,0.39403,1.43803,0.73667,0.96655,0.000438703,0.000438703,0.000438703
86,2420.2,1.49393,0.77407,1.01311,0.68701,0.57074,0.60764,0.34819,1.49185,0.83914,0.97529,0.000426914,0.000426914,0.000426914
87,2448.27,1.52083,0.78201,1.01814,0.70059,0.64588,0.6918,0.39946,1.36424,0.72795,0.95527,0.000415124,0.000415124,0.000415124
88,2475.94,1.51651,0.7805,1.02705,0.7495,0.64442,0.70828,0.40232,1.39412,0.74089,0.96237,0.000403335,0.000403335,0.000403335
89,2503.88,1.51426,0.77339,1.01682,0.75651,0.54424,0.60849,0.36302,1.39968,0.76421,0.96077,0.000391546,0.000391546,0.000391546
90,2531.98,1.49941,0.7716,1.00949,0.72247,0.60812,0.66983,0.39517,1.35723,0.71409,0.95319,0.000379757,0.000379757,0.000379757
91,2559.96,1.48813,0.76549,1.0146,0.70999,0.57208,0.63066,0.35879,1.51452,0.78483,0.9755,0.000367967,0.000367967,0.000367967
92,2588.03,1.51317,0.77706,1.01446,0.72936,0.61038,0.66946,0.39044,1.38238,0.7177,0.95579,0.000356178,0.000356178,0.000356178
93,2616.22,1.49279,0.76897,1.01703,0.67696,0.59481,0.64358,0.37729,1.40239,0.74496,0.96237,0.000344389,0.000344389,0.000344389
94,2644.31,1.50649,0.77261,1.01482,0.66028,0.59897,0.63422,0.37405,1.37531,0.73125,0.9552,0.0003326,0.0003326,0.0003326
95,2672.15,1.48689,0.76168,1.01116,0.69912,0.60294,0.64942,0.3788,1.40835,0.74179,0.96208,0.00032081,0.00032081,0.00032081
96,2700.13,1.48958,0.76428,1.01006,0.70106,0.57039,0.60754,0.36174,1.39619,0.76437,0.95582,0.000309021,0.000309021,0.000309021
97,2728.28,1.4902,0.76058,1.00865,0.72708,0.58695,0.65285,0.38559,1.3868,0.72685,0.95365,0.000297232,0.000297232,0.000297232
98,2756.25,1.46131,0.75541,1.00642,0.73019,0.62233,0.6779,0.39371,1.38624,0.71506,0.95262,0.000285443,0.000285443,0.000285443
99,2784.36,1.48597,0.7613,1.01548,0.71999,0.62903,0.68775,0.39633,1.38791,0.71342,0.95168,0.000273654,0.000273654,0.000273654
100,2812.72,1.47487,0.75129,1.00751,0.74892,0.60987,0.6803,0.40082,1.3533,0.71574,0.94746,0.000261864,0.000261864,0.000261864
101,2840.7,1.47202,0.75458,1.00421,0.74756,0.61928,0.68867,0.39561,1.39103,0.72581,0.95358,0.000250075,0.000250075,0.000250075
102,2868.73,1.47058,0.74702,1.00622,0.69209,0.61168,0.66219,0.39044,1.38673,0.72582,0.95135,0.000238286,0.000238286,0.000238286
103,2896.54,1.44787,0.74234,1.00186,0.72225,0.59699,0.64461,0.38219,1.38475,0.7355,0.9524,0.000226497,0.000226497,0.000226497
104,2924.38,1.46256,0.74602,1.00727,0.73462,0.58134,0.65747,0.38524,1.38144,0.72553,0.95135,0.000214707,0.000214707,0.000214707
105,2952.42,1.46209,0.7494,0.99859,0.68796,0.57646,0.62086,0.3693,1.41059,0.74717,0.95773,0.000202918,0.000202918,0.000202918
106,2980.56,1.45689,0.73526,1.00315,0.74729,0.59727,0.678,0.39056,1.39285,0.7245,0.95506,0.000191129,0.000191129,0.000191129
107,3008.29,1.45459,0.75204,0.99814,0.71982,0.59161,0.65292,0.38509,1.38144,0.72506,0.95243,0.00017934,0.00017934,0.00017934
108,3036.66,1.46148,0.73908,0.99418,0.73874,0.58348,0.65365,0.38574,1.39955,0.7272,0.95099,0.00016755,0.00016755,0.00016755
109,3064.54,1.45048,0.74328,1.00085,0.76767,0.60462,0.6683,0.39265,1.38188,0.71892,0.94889,0.000155761,0.000155761,0.000155761
110,3092.64,1.46164,0.75398,0.99673,0.72363,0.57902,0.63516,0.37385,1.4325,0.74934,0.95608,0.000143972,0.000143972,0.000143972
111,3119.29,1.44564,0.74693,1.00813,0.75057,0.56631,0.63746,0.37805,1.40194,0.76175,0.955,0.000132183,0.000132183,0.000132183
112,3145.61,1.42896,0.72581,1.00968,0.67096,0.59068,0.63484,0.36981,1.43729,0.75362,0.96369,0.000120393,0.000120393,0.000120393
113,3171.78,1.4092,0.71936,1.00523,0.71637,0.6075,0.67431,0.39175,1.38784,0.71621,0.95116,0.000108604,0.000108604,0.000108604
114,3198.15,1.41185,0.71703,1.00334,0.69281,0.58151,0.63843,0.37982,1.38027,0.73018,0.9511,9.68148e-05,9.68148e-05,9.68148e-05
115,3224.32,1.40732,0.71706,0.99888,0.74469,0.57974,0.65026,0.38419,1.39011,0.72814,0.953,8.50255e-05,8.50255e-05,8.50255e-05
116,3250.74,1.39953,0.71593,0.998,0.74935,0.58899,0.65057,0.38075,1.4078,0.73172,0.95597,7.32362e-05,7.32362e-05,7.32362e-05
117,3277.07,1.40656,0.70938,1.00136,0.76945,0.58082,0.65891,0.38185,1.40893,0.72805,0.9535,6.1447e-05,6.1447e-05,6.1447e-05
118,3303.33,1.39357,0.71026,0.99796,0.72969,0.58283,0.64185,0.37808,1.39763,0.73022,0.95435,4.96578e-05,4.96578e-05,4.96578e-05
119,3329.59,1.39287,0.70511,0.99553,0.71862,0.58828,0.6499,0.382,1.38518,0.72591,0.95185,3.78685e-05,3.78685e-05,3.78685e-05
120,3356,1.39121,0.70527,0.99694,0.73119,0.5775,0.63997,0.37717,1.40108,0.73053,0.95477,2.60792e-05,2.60792e-05,2.60792e-05
